name,tourism,email,phone,website,coordinates
NULL,hostel,NULL,NULL,NULL,"[85.3300986, 27.6861425]"
NULL,hostel,NULL,NULL,NULL,"[85.3223772, 27.704662]"
NULL,hotel,NULL,NULL,NULL,"[85.3115252, 27.7129803]"
NULL,apartment,NULL,NULL,NULL,"[85.3000399, 27.7071633]"
NULL,hotel,NULL,NULL,NULL,"[85.3101176, 27.732099]"
NULL,apartment,NULL,NULL,NULL,"[85.3430896, 27.6912017]"
NULL,hostel,NULL,NULL,NULL,"[85.323479, 27.7032979]"
Sital Apartment,apartment,NULL,NULL,NULL,"[85.3097565, 27.724866]"
NULL,hotel,ayursagar@Gmail.com,+97715164021,NULL,"[85.2362478, 27.6781356]"
Entry to National Park,information,NULL,NULL,NULL,"[85.4243995, 27.7690446]"
NULL,apartment,maharzanrajesh@gmail.com,9860037947,http://www.google.com,"[85.3088442, 27.7521225]"
Student Art Gallery,artwork,NULL,NULL,NULL,"[85.3102879, 27.7144574]"
NULL,information,NULL,NULL,NULL,"[85.3623214, 27.720952]"
NULL,attraction,NULL,NULL,NULL,"[85.349554, 27.7128514]"
NULL,guest_house,NULL,9851222592,NULL,"[85.278576, 27.6476305]"
NULL,attraction,NULL,NULL,NULL,"[85.2820427, 27.687507]"
NULL,hostel,NULL,+977 980-8960486,NULL,"[85.3109084, 27.7220892]"
NULL,attraction,NULL,NULL,NULL,"[85.2885761, 27.7156735]"
Thamel Nomads,hotel,contact@thamelnomads.com,+9779862691668,https://www.thamelnomads.com/,"[85.3117228, 27.7194885]"
NULL,hostel,NULL,NULL,NULL,"[85.3355836, 27.6942761]"
NULL,apartment,NULL,NULL,NULL,"[85.3475822, 27.722714]"
NULL,apartment,NULL,NULL,NULL,"[85.3183573, 27.7443547]"
נפאל ויזה עניינים שטויות,apartment,NULL,NULL,NULL,"[85.3121887, 27.7113825]"
My hotel,hotel,NULL,NULL,NULL,"[85.3065088, 27.7100462]"
NULL,apartment,NULL,NULL,NULL,"[85.342656, 27.71085]"
NULL,hostel,NULL,NULL,NULL,"[85.3122708, 27.7167848]"
NULL,apartment,NULL,NULL,NULL,"[85.357383, 27.7313382]"
NULL,guest_house,NULL,NULL,NULL,"[85.3557622, 27.7163578]"
NULL,hotel,NULL,NULL,NULL,"[85.3094083, 27.7001396]"
NULL,attraction,NULL,NULL,NULL,"[85.3099876, 27.6994339]"
कर्म तारा रेसिडेन्सी,apartment,NULL,+977 1-4423578,karmatara.com,"[85.3146378, 27.7157908]"
NULL,apartment,NULL,NULL,NULL,"[85.2734594, 27.7032372]"
NULL,hostel,NULL,NULL,NULL,"[85.3223, 27.7046879]"
NULL,hostel,NULL,NULL,NULL,"[85.3222217, 27.7046877]"
NULL,artwork,NULL,NULL,NULL,"[85.304411, 27.707599]"
NULL,guest_house,NULL,NULL,NULL,"[85.2800857, 27.7134705]"
NULL,hostel,NULL,NULL,NULL,"[85.2784374, 27.6712896]"
City motorbike,attraction,NULL,NULL,NULL,"[85.3098672, 27.7118564]"
Peaceful girlls hostel,hostel,NULL,NULL,NULL,"[85.3314711, 27.6996632]"
NULL,attraction,NULL,NULL,NULL,"[85.3054059, 27.7014725]"
NULL,hostel,NULL,NULL,NULL,"[85.323652, 27.7033618]"
NULL,viewpoint,NULL,NULL,NULL,"[85.4996891, 27.7584443]"
NULL,apartment,NULL,NULL,NULL,"[85.3446628, 27.7193229]"
NULL,apartment,NULL,NULL,NULL,"[85.308778, 27.7024642]"
NULL,apartment,NULL,NULL,NULL,"[85.3146694, 27.7161775]"
NULL,information,NULL,NULL,NULL,"[85.50201, 27.775156]"
NULL,hotel,info@yetiinn.com,+97714253202,http://www.yetiinn.com,"[85.3076522, 27.7158995]"
NULL,guest_house,NULL,NULL,NULL,"[85.3091023, 27.7325899]"
NULL,guest_house,pashupati81@gmail.com,NULL,NULL,"[85.352744, 27.7414273]"
NULL,apartment,NULL,NULL,NULL,"[85.2948304, 27.6814972]"
NULL,artwork,NULL,NULL,NULL,"[85.3630276, 27.7117712]"
NULL,artwork,NULL,NULL,NULL,"[85.4032564, 27.7253545]"
NULL,artwork,NULL,NULL,NULL,"[85.3686349, 27.7212438]"
NULL,artwork,NULL,NULL,NULL,"[85.3211952, 27.7360412]"
NULL,artwork,NULL,NULL,NULL,"[85.3213203, 27.7355662]"
NULL,artwork,NULL,NULL,NULL,"[85.3401375, 27.743187]"
NULL,artwork,NULL,NULL,NULL,"[85.2998976, 27.7439539]"
Yakety Yak Hostel,hostel,info@yaketyyakhostel.com,+97714266126,https://www.yaketyyakhostel.com/,"[85.31238, 27.7133876]"
Hotel Dynasty,hotel,NULL,NULL,NULL,"[85.3518468, 27.6998318]"
Crush Candy Hotel,hotel,NULL,9804005094,NULL,"[85.330985, 27.7087082]"
NULL,apartment,NULL,NULL,NULL,"[85.3227292, 27.7121925]"
NULL,artwork,NULL,NULL,NULL,"[85.4332487, 27.7490857]"
NULL,artwork,NULL,NULL,NULL,"[85.3434402, 27.700204]"
Hotel Ancient Centre,hotel,NULL,NULL,NULL,"[85.3098058, 27.7157931]"
Hotel Red Planet,hotel,redplanet_thamel@hotmail.com,97714700879,http://www.hotelredplanet.com,"[85.3106376, 27.7157713]"
NULL,apartment,NULL,NULL,NULL,"[85.3101671, 27.7162366]"
NULL,apartment,kushalpoudyal@gmail.com,NULL,http://www.facebook.com/kushalpoudyal2008,"[85.3063462, 27.7107971]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3110354, 27.724044]"
NULL,apartment,NULL,NULL,NULL,"[85.3044355, 27.754847]"
NULL,hotel,sherpahouse.npl@gmail.com,+9779818542817,NULL,"[85.361655, 27.7234056]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3393957, 27.6980003]"
NULL,attraction,NULL,NULL,NULL,"[85.3319459, 27.6989821]"
NULL,hotel,NULL,NULL,NULL,"[85.312552, 27.6993533]"
NULL,attraction,NULL,NULL,NULL,"[85.3094481, 27.7172087]"
Divine Guest House,guest_house,NULL,NULL,NULL,"[85.309264, 27.7179302]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3610404, 27.7215792]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3610547, 27.7213556]"
NULL,viewpoint,NULL,NULL,NULL,"[85.348957, 27.7107392]"
NULL,hotel,NULL,+977 1-4916301,http://hotelnorbusangpo.com,"[85.3640547, 27.7248976]"
NULL,guest_house,NULL,NULL,http://greenlionnepal.com/,"[85.3289304, 27.7493372]"
NULL,hotel,NULL,NULL,http://jasmine-ah.com,"[85.3463483, 27.6838881]"
NULL,hotel,NULL,NULL,NULL,"[85.3082458, 27.7231107]"
Hotel Tranquil,hotel,NULL,NULL,NULL,"[85.3141702, 27.7199272]"
NULL,apartment,NULL,NULL,NULL,"[85.3184728, 27.7112887]"
नेपाली घर होटल,hotel,NULL,NULL,NULL,"[85.3129886, 27.7165403]"
Kathmandu City Hotel,hotel,NULL,NULL,NULL,"[85.3115593, 27.7174178]"
Galaxy Public School,hotel,NULL,NULL,NULL,"[85.3312192, 27.7087758]"
NULL,attraction,NULL,NULL,NULL,"[85.2783182, 27.7004162]"
NULL,hotel,NULL,NULL,NULL,"[85.2807749, 27.7001449]"
NULL,attraction,NULL,NULL,NULL,"[85.2791966, 27.6998559]"
NULL,attraction,NULL,NULL,NULL,"[85.279123, 27.7005042]"
NULL,hotel,lerhododendron-nepal@hotmail.com,097714386556,http://www.lerhododendron.com,"[85.3082326, 27.7231134]"
HUB,attraction,NULL,+977 9801123401,NULL,"[85.3124162, 27.713693]"
NULL,apartment,NULL,NULL,NULL,"[85.3761948, 27.7110043]"
NULL,guest_house,NULL,NULL,NULL,"[85.2812225, 27.6979826]"
NULL,guest_house,NULL,NULL,NULL,"[85.2816706, 27.6934044]"
NULL,apartment,NULL,NULL,NULL,"[85.2784304, 27.7016348]"
NULL,apartment,NULL,NULL,NULL,"[85.2783877, 27.701146]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3555489, 27.7218291]"
NULL,hostel,NULL,9851034462,NULL,"[85.3369676, 27.7008835]"
Hotel Silver Home,hotel,info@hotelsilverhome.com,97714262986,https://hotelsilverhome.com/,"[85.3116115, 27.7137961]"
NULL,hotel,NULL,NULL,NULL,"[85.2826579, 27.6992581]"
Serenity,hotel,NULL,NULL,NULL,"[85.3109527, 27.7161797]"
NULL,apartment,NULL,NULL,NULL,"[85.308186, 27.7108343]"
NULL,apartment,NULL,NULL,NULL,"[85.3081537, 27.7106161]"
NULL,apartment,basugauli@gmail.com,9841564535,http://www.oshodivinezone.org,"[85.2717497, 27.7647732]"
NULL,attraction,NULL,NULL,NULL,"[85.3452825, 27.6938622]"
NULL,apartment,NULL,NULL,NULL,"[85.2784185, 27.7016513]"
NULL,hotel,NULL,NULL,NULL,"[85.4350181, 27.7793053]"
Yeti Inn (Pvt. ) Ltd.,apartment,NULL,NULL,NULL,"[85.3077192, 27.7158456]"
NULL,hostel,NULL,NULL,NULL,"[85.3289819, 27.6859543]"
Hyatt Regency Kathmandu,hotel,NULL,01-5171234,NULL,"[85.3568175, 27.7220039]"
NULL,apartment,NULL,NULL,NULL,"[85.3077799, 27.6986954]"
NULL,apartment,saludon07@gmail.com,9849558242,NULL,"[85.2941587, 27.699758]"
NULL,information,NULL,NULL,NULL,"[85.3506125, 27.7066643]"
NULL,hostel,gurunghomenepal@gmail.com,+977-1-4357810,NULL,"[85.3055304, 27.7214824]"
NULL,guest_house,NULL,NULL,NULL,"[85.3586814, 27.7217755]"
NULL,information,NULL,NULL,NULL,"[85.3443138, 27.7071688]"
NULL,apartment,NULL,NULL,NULL,"[85.2782359, 27.6765435]"
NULL,apartment,NULL,NULL,NULL,"[85.2781616, 27.7017061]"
NULL,hotel,NULL,NULL,http://www.thevalleyguesthouse.com,"[85.3698987, 27.7296483]"
NULL,hotel,NULL,NULL,NULL,"[85.3534809, 27.700256]"
NULL,apartment,NULL,NULL,NULL,"[85.2783808, 27.7011591]"
NULL,apartment,NULL,NULL,NULL,"[85.2784383, 27.7016623]"
NULL,apartment,NULL,NULL,NULL,"[85.3562867, 27.7377825]"
NULL,apartment,NULL,NULL,NULL,"[85.3347438, 27.715695]"
NULL,hotel,NULL,01-4444646,NULL,"[85.3147268, 27.7193365]"
NULL,hostel,NULL,NULL,NULL,"[85.3105584, 27.7166629]"
NULL,apartment,NULL,NULL,NULL,"[85.3699944, 27.7337957]"
NULL,apartment,NULL,NULL,NULL,"[85.2886534, 27.7024393]"
NULL,apartment,NULL,NULL,NULL,"[85.2581313, 27.6674801]"
NULL,guest_house,NULL,NULL,NULL,"[85.2474196, 27.6820369]"
NULL,apartment,NULL,NULL,NULL,"[85.3697853, 27.7340704]"
NULL,guest_house,NULL,NULL,NULL,"[85.3186239, 27.7102298]"
NULL,guest_house,NULL,NULL,NULL,"[85.4973613, 27.7676061]"
NULL,attraction,NULL,NULL,NULL,"[85.3352649, 27.6862558]"
Hotel Kali Gandaki,hotel,NULL,NULL,NULL,"[85.3115, 27.6991045]"
Hema,hotel,NULL,NULL,NULL,"[85.3519051, 27.7017991]"
NULL,apartment,NULL,NULL,NULL,"[85.3564584, 27.73472]"
Hotel Suneri,hotel,NULL,NULL,NULL,"[85.360533, 27.7782733]"
Budhanikantha entry gate,attraction,NULL,NULL,NULL,"[85.3622183, 27.7768839]"
NULL,guest_house,NULL,NULL,NULL,"[85.3636212, 27.739272]"
NULL,apartment,NULL,NULL,NULL,"[85.2801635, 27.6851641]"
NULL,hotel,NULL,NULL,NULL,"[85.4993477, 27.7540237]"
NULL,hotel,NULL,+977 984-3652237,NULL,"[85.3612162, 27.7177553]"
NULL,apartment,NULL,NULL,NULL,"[85.3322369, 27.7479994]"
Himalayan Sherpa Inn,hotel,NULL,NULL,NULL,"[85.3597051, 27.7241607]"
Siddhi Manakamana hotel,hotel,NULL,NULL,NULL,"[85.3641611, 27.7218803]"
NULL,attraction,NULL,NULL,NULL,"[85.3083226, 27.7043742]"
NULL,guest_house,NULL,NULL,NULL,"[85.3110332, 27.7126767]"
NULL,picnic_site,NULL,NULL,NULL,"[85.4968156, 27.7482528]"
NULL,apartment,NULL,NULL,NULL,"[85.2805815, 27.710278]"
NULL,attraction,NULL,NULL,NULL,"[85.3075388, 27.7042318]"
NULL,attraction,NULL,NULL,NULL,"[85.3078364, 27.7042621]"
NULL,attraction,NULL,NULL,NULL,"[85.3078016, 27.7040078]"
NULL,apartment,NULL,NULL,NULL,"[85.3410784, 27.7409856]"
Padmasambhava,artwork,NULL,NULL,NULL,"[85.3614701, 27.7223998]"
NULL,hostel,NULL,NULL,NULL,"[85.3322503, 27.6819915]"
Kailawati woolen house,hotel,NULL,NULL,NULL,"[85.3122491, 27.7123079]"
NULL,hotel,NULL,NULL,NULL,"[85.2933646, 27.70305]"
NULL,artwork,NULL,NULL,NULL,"[85.3113071, 27.704682]"
Holy Himalaya,hotel,NULL,NULL,NULL,"[85.3128647, 27.7128328]"
NULL,apartment,NULL,NULL,NULL,"[85.379659, 27.7024684]"
NULL,attraction,NULL,NULL,NULL,"[85.3118785, 27.7334633]"
NULL,guest_house,NULL,NULL,NULL,"[85.2880387, 27.7107426]"
NULL,hostel,NULL,NULL,NULL,"[85.2740839, 27.6969908]"
NULL,guest_house,NULL,NULL,NULL,"[85.2372021, 27.7295225]"
NULL,guest_house,NULL,NULL,NULL,"[85.3599295, 27.7229473]"
CartoMandu,apartment,NULL,NULL,NULL,"[85.3105787, 27.7367252]"
Hotel Triratna,hotel,NULL,NULL,NULL,"[85.3114167, 27.7117958]"
NULL,hotel,sriaurobindo@gmail.com,97714312157,https://www.auronepal.org/,"[85.2264864, 27.6828765]"
NULL,guest_house,NULL,NULL,NULL,"[85.2755462, 27.7137332]"
NULL,guest_house,NULL,NULL,NULL,"[85.4350202, 27.7792298]"
NULL,guest_house,NULL,NULL,NULL,"[85.4350574, 27.7792057]"
NULL,attraction,NULL,NULL,NULL,"[85.3605848, 27.7783303]"
NULL,apartment,NULL,NULL,NULL,"[85.3105194, 27.7368487]"
NULL,hostel,NULL,NULL,NULL,"[85.3804848, 27.7346603]"
Dainik house,apartment,NULL,NULL,NULL,"[85.351771, 27.6706493]"
NULL,apartment,NULL,NULL,NULL,"[85.3104336, 27.7281978]"
NULL,guest_house,NULL,NULL,NULL,"[85.2475553, 27.6088021]"
NULL,hostel,NULL,NULL,NULL,"[85.3184091, 27.6903704]"
NULL,artwork,NULL,NULL,NULL,"[85.3229906, 27.6938902]"
NULL,attraction,NULL,NULL,NULL,"[85.3922872, 27.8147464]"
Yeti Hostel,hostel,NULL,NULL,NULL,"[85.3115462, 27.7147676]"
Rambler hostel,hostel,NULL,NULL,NULL,"[85.3087259, 27.7122545]"
Choice Hotels,hotel,choicehotels64@gmail.com,+977-1-4281353; +977-1-4287686; +977-1-4423530,http://www.thechoicehotel.com/,"[85.2844968, 27.715007]"
Fat Farm Hostel & Kitchen,hostel,thapa.l.shiva@gmail.com,+9779860180990,NULL,"[85.3130796, 27.7106369]"
NULL,guest_house,NULL,NULL,NULL,"[85.3162923, 27.7266567]"
NULL,guest_house,NULL,+9779804182986,https://hotel-lyco-pvt-ltd.business.site/,"[85.3111467, 27.7316884]"
NULL,hostel,NULL,NULL,NULL,"[85.3117078, 27.7166703]"
NULL,apartment,NULL,NULL,NULL,"[85.4334536, 27.7491869]"
DIKPAL MOTEL,motel,NULL,NULL,NULL,"[85.3219055, 27.7012781]"
Gokarna Mahadev Temple,attraction,NULL,NULL,NULL,"[85.3880833, 27.7396087]"
Boudha Stupa,attraction,NULL,NULL,NULL,"[85.3620735, 27.7218093]"
NULL,hostel,NULL,NULL,NULL,"[85.323423, 27.6901622]"
NULL,apartment,rajen125@gmail.com,9851048230,NULL,"[85.2254547, 27.6854241]"
NULL,hotel,NULL,NULL,NULL,"[85.3528099, 27.6958735]"
NULL,hotel,NULL,NULL,NULL,"[85.3483905, 27.6861389]"
Tanahun Gorkha Guest House,guest_house,NULL,NULL,NULL,"[85.3348949, 27.7428455]"
NULL,hostel,NULL,NULL,NULL,"[85.3313641, 27.6864903]"
NULL,hostel,NULL,NULL,NULL,"[85.3295141, 27.6848475]"
NULL,hostel,NULL,9848008436,NULL,"[85.33168, 27.7005649]"
NULL,hotel,NULL,981-3717708,NULL,"[85.3475453, 27.7437336]"
NULL,apartment,smilesunuwar@yahoo.com,+9779841421245,http://smilesunuwar@facebook.com,"[85.3770101, 27.7299176]"
Hotel Little Buddha Inn,hotel,hotellittlebuddha019@gmail.com,+977 9818142080;9818142080,http://hotellittlebuddhainn.com,"[85.3627679, 27.7214747]"
Kathmandu boutique hotel,guest_house,NULL,+9779841010127,NULL,"[85.3079142, 27.7105684]"
Joshi Nani Community Homestay,guest_house,NULL,NULL,NULL,"[85.2788312, 27.6763987]"
NULL,apartment,NULL,+9779841338476,NULL,"[85.2676395, 27.6972101]"
NULL,apartment,NULL,NULL,NULL,"[85.2828264, 27.7273821]"
Keshab Ghimire (Khatri Niwas),apartment,NULL,NULL,NULL,"[85.3396211, 27.706063]"
NULL,attraction,NULL,NULL,NULL,"[85.3399414, 27.7398659]"
NULL,attraction,NULL,NULL,NULL,"[85.3083304, 27.7066603]"
Hrengen Art Gallery,artwork,NULL,NULL,NULL,"[85.3113488, 27.7105694]"
NULL,apartment,NULL,NULL,NULL,"[85.2754526, 27.6826403]"
NULL,guest_house,NULL,NULL,NULL,"[85.3524068, 27.7635738]"
NULL,hotel,NULL,+9779851103996,NULL,"[85.3512647, 27.702237]"
NULL,hotel,NULL,NULL,NULL,"[85.298027, 27.7137774]"
Rani Pokhari,attraction,NULL,NULL,NULL,"[85.3153148, 27.7078115]"
NULL,hotel,NULL,014352365,NULL,"[85.3058283, 27.732685]"
NULL,hostel,NULL,NULL,NULL,"[85.3795315, 27.720033]"
NULL,apartment,NULL,NULL,NULL,"[85.3709697, 27.697787]"
NULL,hotel,NULL,NULL,NULL,"[85.3186766, 27.7126934]"
NULL,apartment,NULL,NULL,NULL,"[85.385504, 27.7017881]"
Manaslu Home And Apartment,hotel,NULL,NULL,NULL,"[85.3131174, 27.7122517]"
NULL,apartment,NULL,NULL,NULL,"[85.2216658, 27.6872403]"
NULL,apartment,NULL,NULL,NULL,"[85.2789668, 27.7750364]"
NULL,apartment,NULL,NULL,NULL,"[85.2736678, 27.7145192]"
NULL,guest_house,NULL,014283896,NULL,"[85.2977007, 27.6998916]"
NULL,apartment,NULL,NULL,NULL,"[85.3086291, 27.7119164]"
NULL,hostel,NULL,NULL,NULL,"[85.3101891, 27.7158757]"
NULL,guest_house,NULL,NULL,NULL,"[85.27831, 27.7048822]"
NULL,attraction,NULL,NULL,NULL,"[85.3072586, 27.7058627]"
Hotel Annapurna,hotel,NULL,NULL,NULL,"[85.3173069, 27.7110155]"
Yak & Yeti,hotel,dsm@yakandyeti.com.np,+97714248999,https://www.yakandyeti.com/,"[85.3189879, 27.7117336]"
NULL,hotel,gardenktm@Gmail.com,00977014382360,NULL,"[85.3080882, 27.7172614]"
NULL,hotel,NULL,NULL,NULL,"[85.2915892, 27.6949423]"
धण्टा-धर,viewpoint,NULL,NULL,NULL,"[85.3168427, 27.7074673]"
NULL,hotel,NULL,+ 97714445086,http://www.landmarkkathmandu.com,"[85.3186882, 27.7127109]"
NULL,apartment,kajibabu2008@gmail.com,+9779851066279,https://www.chamatiboutiquehomestay.com/,"[85.2983826, 27.7154094]"
NULL,hostel,NULL,NULL,NULL,"[85.3285497, 27.7382362]"
NULL,artwork,NULL,NULL,NULL,"[85.3160832, 27.7492616]"
NULL,artwork,NULL,NULL,NULL,"[85.3141505, 27.7600509]"
NULL,artwork,NULL,NULL,NULL,"[85.2965877, 27.7179433]"
NULL,artwork,NULL,NULL,NULL,"[85.2943772, 27.7343813]"
NULL,hotel,rinchenhotelktm@gmail.com,97714913488,NULL,"[85.3619722, 27.7242582]"
NULL,guest_house,NULL,NULL,NULL,"[85.2854772, 27.7149388]"
NULL,artwork,NULL,NULL,NULL,"[85.2998624, 27.7478665]"
NULL,apartment,NULL,NULL,NULL,"[85.3365663, 27.7110593]"
NULL,hostel,NULL,NULL,NULL,"[85.3078866, 27.7159746]"
NULL,guest_house,unemaisonaunepal@gmail.com,9810252905,http://www.unemaisonaunepal.weebly.com,"[85.2706384, 27.6577222]"
NULL,guest_house,NULL,NULL,NULL,"[85.3090392, 27.7171689]"
NULL,apartment,NULL,NULL,NULL,"[85.2436854, 27.7035217]"
NULL,hotel,flyingyakkathmandu@gmail.com,+97714437606,http://flyingyakkathmandu.com,"[85.3116356, 27.7168826]"
Flying Yak,hotel,NULL,NULL,NULL,"[85.3118811, 27.7275259]"
NULL,information,NULL,NULL,NULL,"[85.3232317, 27.7184447]"
NULL,hotel,shreekunja.homestay@gmail.com,+977 1 4470997,NULL,"[85.3402098, 27.7055542]"
NULL,artwork,NULL,NULL,NULL,"[85.3014014, 27.7498304]"
NULL,artwork,NULL,NULL,NULL,"[85.2981498, 27.7596473]"
NULL,hostel,NULL,NULL,NULL,"[85.3143264, 27.7158216]"
NULL,hotel,NULL,NULL,NULL,"[85.3088806, 27.7347034]"
NULL,apartment,NULL,NULL,NULL,"[85.3395935, 27.7065229]"
NULL,apartment,NULL,NULL,NULL,"[85.3142009, 27.7258871]"
NULL,hotel,NULL,NULL,NULL,"[85.3526253, 27.7005812]"
NULL,hostel,NULL,NULL,NULL,"[85.3351008, 27.6967111]"
NULL,hotel,NULL,NULL,NULL,"[85.3447827, 27.7064545]"
NULL,hotel,NULL,NULL,NULL,"[85.3537656, 27.7000761]"
NULL,hotel,NULL,NULL,NULL,"[85.3525267, 27.7016638]"
NULL,guest_house,NULL,NULL,NULL,"[85.3521975, 27.7020974]"
NULL,hotel,reservation@hotelsabrina.com.np,9808547318,NULL,"[85.352014, 27.7615078]"
Budhanilkantha Homestay,hostel,NULL,NULL,NULL,"[85.3588241, 27.7769102]"
NULL,hostel,NULL,NULL,NULL,"[85.3477163, 27.7219859]"
NULL,Home Stay,surendratimalsina65@gmail.com,9851107553,NULL,"[85.2960251, 27.7276158]"
stupa guest house,apartment,NULL,NULL,NULL,"[85.3108354, 27.7104068]"
NULL,guest_house,NULL,NULL,NULL,"[85.3122749, 27.7107048]"
NULL,apartment,NULL,NULL,NULL,"[85.301656, 27.7215452]"
NULL,attraction,NULL,NULL,NULL,"[85.2139823, 27.689051]"
NULL,hostel,ketanshakya2009@gmail.com,9851210399,NULL,"[85.3104712, 27.7079833]"
NULL,hostel,NULL,9851210399,NULL,"[85.3104823, 27.7079611]"
NULL,apartment,NULL,NULL,NULL,"[85.3144329, 27.7229768]"
home,guest_house,NULL,NULL,NULL,"[85.3512085, 27.6698049]"
NULL,hostel,NULL,NULL,NULL,"[85.328652, 27.6962651]"
Hotel Backyard,hotel,info@hotelbackyard.com,9801038173,NULL,"[85.3114082, 27.7135244]"
NULL,guest_house,NULL,NULL,NULL,"[85.3201712, 27.7463126]"
NULL,apartment,NULL,NULL,NULL,"[85.3413113, 27.6768152]"
NULL,hostel,NULL,9851173084,NULL,"[85.3287541, 27.705247]"
NULL,attraction,NULL,NULL,NULL,"[85.384938, 27.7307726]"
NULL,attraction,NULL,NULL,NULL,"[85.3846765, 27.7310829]"
NULL,artwork,NULL,NULL,NULL,"[85.2868217, 27.6947787]"
NULL,apartment,NULL,NULL,NULL,"[85.3817519, 27.7289832]"
NULL,apartment,NULL,NULL,NULL,"[85.3158002, 27.7544065]"
NULL,hotel,reservation@himalayansuite.com,+9779851137267,http://himalayansuite.com,"[85.3102699, 27.7208763]"
NULL,apartment,NULL,NULL,NULL,"[85.3306549, 27.7220044]"
Mohan Chok,attraction,NULL,NULL,NULL,"[85.3075665, 27.7045724]"
Indra Chok,attraction,NULL,NULL,NULL,"[85.3096118, 27.7060235]"
NULL,apartment,sagararyal18@gmail.com,9868133256,NULL,"[85.2859783, 27.7572474]"
NULL,attraction,NULL,NULL,NULL,"[85.2616286, 27.7150797]"
NULL,apartment,NULL,NULL,NULL,"[85.3185141, 27.751187]"
NULL,apartment,NULL,NULL,NULL,"[85.3152108, 27.7251652]"
Thamel Villa Heritage Hotel,hotel,NULL,NULL,NULL,"[85.3094324, 27.7137809]"
Shiraj B&B,hotel,NULL,NULL,NULL,"[85.3110837, 27.7131926]"
NULL,apartment,NULL,NULL,NULL,"[85.3119452, 27.7453108]"
NULL,hostel,NULL,NULL,NULL,"[85.3384493, 27.7353295]"
Kathmandu Marriott Hotel,hotel,NULL,NULL,NULL,"[85.3244752, 27.7130092]"
Fairfield by Marriott Kathmandu,hotel,NULL,NULL,NULL,"[85.3142729, 27.715422]"
NULL,information,NULL,NULL,NULL,"[85.2911519, 27.8020954]"
NULL,apartment,NULL,NULL,NULL,"[85.3065148, 27.7701722]"
NULL,apartment,NULL,NULL,NULL,"[85.2492107, 27.6884552]"
NULL,apartment,NULL,NULL,NULL,"[85.2838639, 27.735943]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3872588, 27.7315159]"
NULL,apartment,NULL,NULL,NULL,"[85.2991851, 27.7519745]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3797228, 27.7129402]"
NULL,apartment,NULL,NULL,NULL,"[85.2846883, 27.7279723]"
NULL,viewpoint,NULL,NULL,NULL,"[85.2552078, 27.7297003]"
NULL,apartment,pradhum.shrestha13@gmail.com,9849784935,NULL,"[85.3019397, 27.7000154]"
NULL,apartment,NULL,NULL,NULL,"[85.3436166, 27.7159168]"
NULL,apartment,NULL,NULL,NULL,"[85.3593218, 27.7227131]"
NULL,apartment,NULL,NULL,NULL,"[85.3187374, 27.7372782]"
HUB,attraction,NULL,NULL,NULL,"[85.3123826, 27.7134398]"
NULL,viewpoint,NULL,NULL,NULL,"[85.3425477, 27.7387378]"
NULL,apartment,NULL,9841418402,NULL,"[85.3296456, 27.7111068]"
NULL,apartment,NULL,9841418402,NULL,"[85.3698412, 27.7279948]"
NULL,information,NULL,NULL,NULL,"[85.3566362, 27.6998763]"
foreign employment information,information,NULL,NULL,NULL,"[85.3567624, 27.6996356]"
Kamakshi Girl's Hostel,hostel,NULL,NULL,NULL,"[85.3442189, 27.6931566]"
Kabeli Girls Hostel,hostel,NULL,NULL,NULL,"[85.3371432, 27.7019365]"
Kathmandu Youth Hostel,hostel,NULL,NULL,NULL,"[85.3136846, 27.7214452]"
NULL,hostel,NULL,NULL,NULL,"[85.3403376, 27.6961825]"
NULL,guest_house,NULL,NULL,NULL,"[85.3082207, 27.7446832]"
NULL,apartment,NULL,NULL,NULL,"[85.3237135, 27.7207855]"
Altitude Himalaya,information,info@altitudehimalaya.com,9823000055,https://www.altitudehimalaya.com/,"[85.3176352, 27.720196]"
NULL,attraction,NULL,NULL,NULL,"[85.3907821, 27.8108557]"
NULL,camp_site,NULL,NULL,NULL,"[85.3700834, 27.8072221]"
NULL,attraction,NULL,NULL,NULL,"[85.3844202, 27.8122424]"
NULL,camp_site,NULL,NULL,NULL,"[85.3765777, 27.7876301]"
Hotel Access Nepal,hotel,info@hotelaccessnepal.com,9851119301,www.hotelaccessnepal.com,"[85.3102809, 27.7149494]"
Hotel Moonlight,hotel,hotelmoonlight@gmail.com,9851040863,NULL,"[85.3096426, 27.7180825]"
New Hotel Panda,hotel,newhotelpanda@gmail.com,9851020705,NULL,"[85.307769, 27.715942]"
Hotel Le Himalya,hotel,"info@lehimalaya.com, sales@lehimalaya.com","""9803008429, 9863020651""",NULL,"[85.3199838, 27.721523]"
Hotel Everest Mount Holiday,hotel,hotelemholiday@gmail.com,9851158073,NULL,"[85.309093, 27.7115803]"
Airport Hotel,hotel,info@airporthotel.com.np; binayak.shah@airporthotel.com.np,9851010745,NULL,"[85.3519122, 27.7019477]"
